	22	25	26	32	44	48	49	50	53	54	55	59	69	72	73	78	80	83	88	94	95	96	97	99	100	101	102	103	104	105	110	114	120	124	125	126	151	153	154	157	167	175	176	181	188	211
Plate1-A11	0	0	0.0010509721	0.0258539149	0	0	0.0060956385	0	0.0048344719	0.0028376248	0	0	0.005359958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005254861	0	0	0	0	0	0	0.0012611666	0	0	0	0	0	0	0	0	0	0
Plate1-A12	0	0	0.046236685	0	0	0.0016387686	0	0	0.0012876039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0032775372	0	0.0022240431	0	0	0	0	0.0003511647	0	0	0
Plate1-B11	0	0.0008835037	0	0.0125583744	0.0030291556	0	0	0	0.0005679667	0	0	0.0022718667	0	0	0.0020825445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0005048593	0	0	0	0	0	0	0	0	0	0
Plate1-B12	0	0	0.0025477707	0	0	0	0.002248033	0	0	0	0	0.0245784938	0	0.0035219183	0	0	0	0.0005994755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0019482952	0	0.0010490821	0	0	0	0	0	0	0	0
Plate1-C11	0	0	0	0.0103196347	0	0.0012785388	0	0.0006392694	0.0032420091	0.0025114155	0	0	0	0	0	0	0	0	0	0	0.0006392694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008219178	0	0	0	0	0	0	0
Plate1-C12	0	0	0.0009280411	0	0	0.0027841234	0	0	0.0095659623	0.0116362079	0	0	0.023843518	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0037835523	0	0	0	0	0	0	0	0	0.0009994289	0	0	0.0014277556	0	0	0	0.0001427756	0	0	0
Plate1-D10	0	0.0068291908	0.000397046	0	0.004049869	0.0030175494	0.0228698483	0	0.0026999126	0.0010323195	0	0	0	0	0.0016675931	0	0	0	0.0053998253	0	0	0	0	0	0	0.0012705471	0.0004764552	0	0.0016675931	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plate1-D11	0	0	0.048194325	0	0	0.0619088564	0	0.0521066208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0089423904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0001289768	0	0	0
Plate1-D12	0	0	0.0098066298	0	0	0.0008977901	0	0.0035220994	0.0062154696	0.0065607735	0.0022790055	0.0118093923	0	0	0	0	0	0.0011049724	0.0020027624	0	0	0	0.0023480663	0	0	0	0	0	0.0010359116	0	0	0	0	0	0	0.0004834254	0	0.0004143646	0.0017955801	0	0.0037292818	0	0	0	0	0
Plate1-E10	0	0.0049327861	0	0	0	0.0111081824	0.0094890236	0	0.0083970328	0.0077192454	0	0	0	0	0.0007530971	0	0.000263584	0	0.0017321234	0	0	0	0	0.0018074331	0	0	0	0.0017697782	0.000790752	0	0.0022592913	0	0	0.0031630079	0.0007530971	0	0	0	0.0012426102	0	0	0	0	0	0.0007154423	0
Plate1-E11	0	0	0.0011487998	0.0120926295	0	0.001209263	0	0	0.0019348207	0.002055747	0	0.0074974303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0004837052	0	0	0	0	0	0	0
Plate1-E12	0	0.0008866122	0.0009851246	0	0	0.0013299182	0	0	0.0106393459	0.021327948	0	0	0	0	0	0	0.0054181854	0	0	0	0	0.0043838046	0	0	0	0	0	0	0	0.0033494237	0	0	0	0	0	0	0	0	0.0015269432	0	0	0	0	0	0	0
Plate1-F10	0	0.014044535	0	0	0.0107699025	0	0.0165187018	0	0	0	0	0	0	0.0056032601	0	0	0.001309853	0.003565711	0	0	0	0	0	0	0	0	0	0.0005821569	0	0	0	0	0.0021103187	0	0.0048027944	0	0	0	0	0	0	0	0.0002910784	0	0	0
Plate1-F11	0	0	0.0020527558	0.0042594683	0	0	0	0.0027199015	0	0.0002565945	0	0	0	0	0	0	0	0	0	0	0.0025146259	0	0	0	0	0	0.0012829724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plate1-F12	0.0154796904	0	0	0	0	0.0008399832	0	0	0.000899982	0.0005399892	0	0.0012599748	0.0022799544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011399772	0.000599988	0.0007799844	0	0	0	0	0	0	0	0
Plate1-G10	0	0.0245677029	0	0	0.0051025229	0	0.017197392	0	0.0008504205	0.0007559293	0	0	0	0	0	0	0.0009449117	0.0025512615	0	0	0	0	0	0	0	0	0	0.0010394028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plate1-G11	0	0	0.003805668	0.027611336	0	0	0	0	0.0092307692	0.0051012146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0017004049	0	0	0	0	0	0	0
Plate1-G12	0	0.013749339	0.0015277043	0	0	0.0003525472	0	0	0.005405723	0.0055819966	0	0	0	0	0	0.0026441036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001233915	0	0	0	0	0.0017627358	0	0.0006463364	0.0009401257	0	0	0	0	0	0	0
Plate1-H10	0	0	0	0.0197396052	0.0068038639	0	0.0056278874	0	0	0	0	0	0	0	0.0021839563	0	0	0.0020159597	0	0	0	0	0	0	0	0	0	0.0015119698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plate1-H11	0	0	0	0	0	0	0	0	0.0040873119	0.0021741021	0	0.0044351683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plate2-A1	0	0	0.0041407867	0	0	0.0048309179	0	0	0.0531400966	0.0338164251	0	0	0	0	0	0	0.0910973085	0	0	0	0	0.0676328502	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0151828847	0	0	0	0	0	0	0	0	0	0
Plate2-A4	0	0	0.0080914462	0	0	0.0012843565	0	0	0.0177241202	0.0119445158	0	0.0080914462	0	0	0	0	0.0087336245	0	0	0	0	0.0030824557	0	0	0	0	0.0028255844	0	0	0	0	0	0	0	0	0.003339327	0	0	0.0024402774	0	0	0	0	0	0	0
Plate2-A8	0	0	0.0097323601	0.0148964695	0	0	0	0	0.0041710115	0.0036744625	0	0	0.0020358508	0.0027310194	0.001936541	0	0	0	0	0	0	0	0.0028799841	0.0021351606	0	0	0.0006951686	0.0005958588	0.0007944784	0	0	0	0	0	0	0	0.0010427529	0	0	0	0	0	0.0022344704	0	0	0
Plate2-B1	0	0	0.0012403101	0	0	0	0	0	0.0012403101	0.0015503876	0	0	0	0	0	0	0.0071317829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018604651	0	0	0	0	0	0	0	0
Plate2-B2	0	0.00539414	0	0	0.0039230109	0.0002451882	0.0072330514	0	0	0	0	0	0	0	0.0044133873	0	0.0019615055	0	0.0047811695	0.0012259409	0	0.0011033468	0	0	0.0038004168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plate2-B4	0	0	0.0008609804	0	0	0.0005739869	0.0067156469	0	0	0	0	0.0270347836	0	0	0.0004591895	0	0.0019515555	0.0011479738	0	0	0	0	0	0	0	0	0.0012627712	0	0	0	0	0	0	0	0	0.0006313856	0	0.0005739869	0	0	0	0	0.0002295948	0	0	0
Plate2-B8	0	0	0.0294222251	0	0	0	0	0	0.0018429306	0.0011962883	0	0.00168127	0	0.0039768502	0	0	0	0	0.0007759708	0	0.0024249087	0	0.0047851531	0.0012286204	0	0	0	0.0006143102	0.0006789744	0	0	0	0	0.0012609525	0	0	0	0	0.0004849817	0.0008729671	0	0	0.0011639562	0	0	0.0001616606
Plate2-C1	0.0119165839	0	0	0	0	0.0003723932	0	0	0.0040963257	0.0031032771	0	0.00459285	0.0076961271	0	0	0	0.0028550149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plate2-C2	0	0.010863825	0.0004526594	0	0	0	0	0	0	0	0	0	0	0	0.0020369672	0	0	0	0.003621275	0.0010562052	0	0	0	0.005281026	0	0	0	0.0008298755	0.0018106375	0	0.0034703885	0	0	0	0	0.0004526594	0	0	0	0	0	0	0	0	0	0.0006035458
Plate2-C3	0	0	0.0005973716	0.0048785344	0	0.0015929908	0	0.0032855436	0.0212564715	0.031561131	0	0	0.0104042214	0.0060234966	0	0	0	0.0003484667	0	0	0	0	0	0	0	0	0.0015929908	0	0	0	0	0	0	0	0	0.0004978096	0	0	0.0015432099	0	0	0	0	0	0	0
Plate2-C4	0	0	0	0	0	0.0113088799	0	0	0.0039335235	0.0041301996	0	0	0.0145048677	0.004572721	0	0	0.0017700856	0	0	0	0	0	0	0	0	0	0.0035401711	0.0003933523	0	0.0014259023	0	0	0	0	0	0	0	0.0002950143	0.0005900285	0	0	0	0	0	0	0
Plate2-C8	0	0	0.0018265821	0.0057483614	0	0	0.0051036854	0	0	0.000214892	0	0.0049962394	0.0034382723	0.0052111314	0.0040829483	0	0	0	0	0	0	0	0.0035994413	0.0114967229	0.012302568	0	0	0.0007521221	0.0012893521	0	0	0	0	0.0085419577	0	0	0.0028473192	0	0	0.0076286666	0	0	0.0008058451	0	0	0
Plate2-D2	0	0.0133081956	0	0	0.0119219253	0	0	0	0	0	0	0	0	0.0082621715	0.0007208606	0	0	0.0033270489	0.0013862704	0	0	0	0	0	0	0	0	0.0003881557	0.0009981147	0	0	0	0.0014417212	0	0.0114783187	0	0.0011090163	0	0	0	0.0022180326	0	0	0	0.0004436065	0.000609959
Plate2-D3	0	0	0.1550200224	0	0	0.0175691764	0	0.0324326274	0	0	0.0553050254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0069266568	0	0	0	0	0	0	0	0	0.0004329161	0	0.0003968397	0	0	0	0	0.0003607634	0	0	0
Plate2-D6	0	0.0052254404	0.0131382502	0	0	0	0.0037822235	0	0	0	0	0	0	0	0.0012441525	0	0.0302080223	0	0	0	0	0.0364287847	0	0	0.0026376033	0.0043794167	0	0.0003981288	0	0	0.0031850304	0	0	0	0	0	0	0	0	0	0	0	0	0.0100527521	0.0011943864	0
Plate2-D8	0	0	0.0183468332	0.0137113301	0	0	0.0040499658	0	0.0026349175	0.0018054065	0	0.003805992	0	0	0.0061481409	0	0	0	0	0	0	0	0.0018542012	0.0046842978	0.0090270323	0	0	0.0008783058	0.0011222797	0	0	0	0	0.0018542012	0	0	0.0016102274	0	0	0.0019517908	0	0	0.0006831268	0	0	0
Plate2-E2	0	0.0235687981	0	0	0.0037495815	0	0	0	0.0012052226	0.0004686977	0	0	0	0	0.0031469702	0	0	0.0013391363	0	0.0015400067	0	0	0.0011382658	0	0.0052226314	0	0	0.0013391363	0.001071309	0	0.0020756612	0	0	0	0	0	0.0015400067	0	0	0	0	0	0.0004017409	0	0.0018078339	0
Plate2-E3	0	0	0.0107651427	0.0143081011	0	0.0010220072	0	0.0062001771	0.0134904953	0.0160114465	0	0.0068133815	0	0	0	0	0	0	0	0	0.0042242965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011582749	0	0.0004088029	0.0014989439	0	0	0.0023846835	0	0	0	0
Plate2-E6	0.0119043134	0.0450932379	0.0020719533	0	0	0	0.0090035788	0	0	0	0	0.0019589377	0	0	0.0024486721	0	0.0050480316	0	0	0	0	0.0033151253	0	0.0021849689	0.005876813	0.000301375	0	0	0.0004520625	0.003691844	0	0	0	0	0.0009794688	0	0	0	0	0	0	0.0024863439	0	0	0.0001130156	0
Plate2-E7	0	0	0.0159050876	0.0138845715	0	0	0	0.0027458294	0.0009325459	0.0019687079	0.0018650917	0.0031602943	0.0051290022	0	0	0	0	0	0	0	0.000984354	0	0	0.0031602943	0	0	0	0.0010879702	0	0	0	0	0	0.0034193348	0	0	0	0	0	0.0058543156	0	0	0.0004662729	0	0	0
Plate2-F2	0	0.0103894317	0	0	0.0079812853	0	0	0	0.0008944544	0	0	0	0	0	0.0025457548	0.0072244392	0.0005504335	0.009770194	0.0035778175	0	0	0	0.0017201046	0.0037842301	0	0	0	0.0008256502	0.0009632586	0.002614559	0.0086005229	0	0.0024081464	0	0	0	0.002270538	0	0	0	0.0023393422	0.0049539012	0	0	0	0.0005504335
Plate2-F3	0	0	0.0191204589	0.0025676045	0	0.0010379678	0	0.0095055996	0	0.0002185195	0	0	0	0	0	0	0	0	0	0	0.0010379678	0	0	0	0	0	0.0019666758	0.000928708	0	0	0	0	0	0	0	0.0008740781	0	0.0008740781	0	0	0	0	0	0	0	0
Plate2-F6	0	0.0129963038	0.0063193037	0	0.010730893	0	0	0	0	0.0008942411	0	0	0.0022654108	0	0.0023846429	0	0	0.0031000358	0	0	0	0.0018480982	0.0017288661	0	0	0	0	0.0032192679	0.0012519375	0	0.004948134	0.0050077501	0.0005961607	0	0	0.0028019554	0	0	0	0	0	0	0	0	0.000834625	0
Plate2-F7	0	0	0.0873115895	0.0305489741	0	0.0008569844	0	0.0572667238	0	0	0.0373544387	0	0.0101829914	0.0053939608	0	0	0	0	0	0	0.0260119978	0	0	0	0	0	0.0018652014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011090387	0	0	0
Plate2-G3	0	0	0.0062108665	0.009745506	0	0.0015148455	0	0.00166633	0.0122702484	0.0123712381	0	0	0.0045445365	0	0.0003029691	0	0	0	0	0	0.0013633609	0	0	0	0	0	0.0017673197	0.0005554433	0	0	0	0	0	0	0	0.0011613815	0	0.0006059382	0.0011613815	0	0	0	0	0	0	0
Plate2-G6	0	0.0030541012	0.0015815881	0	0	0	0	0	0	0	0	0.0013089005	0.0020724258	0	0.0079624782	0	0.001254363	0.0101985166	0	0	0	0	0.0020178883	0	0	0	0	0	0	0.0053446771	0.0024541885	0	0	0	0.0064354276	0.0009271379	0	0.0008726003	0	0	0	0	0	0	0	0
Plate2-G7	0	0	0.0247659482	0.0182887002	0	0	0	0.0022316569	0.0013607664	0.0009253211	0.0033747006	0.0008164598	0.0022316569	0	0	0	0	0	0	0	0.0027215328	0	0	0.0028848247	0	0	0.001415197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0009797518	0	0	0
Plate2-H3	0	0.0022522523	0	0.0414414414	0	0.0027027027	0	0	0.0153153153	0.004954955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018018018	0	0	0	0	0	0	0	0.0076576577	0	0	0	0	0	0	0	0	0	0
Plate2-H7	0	0	0.0050688941	0	0	0	0	0.0041407867	0.0027129292	0.0019276076	0.0058542157	0	0	0	0	0	0	0	0	0	0.0022131791	0	0	0	0.0042121796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0006425359	0	0	0
